timestamp,source_ip,method,url,full_url,status_code,user_agent,referrer,scheme,host,path,query_string,file_extension,source,url_length,special_characters,has_sql_keyword,has_script,has_traversal,regex_class,regex_pattern,ml_class,ml_confidence,stat_is_flood,stat_is_bruteforce,stat_suspicious,final_classification,attack_outcome
2026-04-07 07:48:25.450721,10.0.0.101,POST,http://test-app.local/?brand=apple,http://test-app.local/?brand=apple,,PostmanRuntime/7.35.0,,http,test-app.local,/,brand=apple,,pcap,34,8,0,0,0,Normal,,Normal,0.8485,0,0,0,Normal,none
2026-04-07 07:48:25.465735,10.0.0.101,POST,https://10.0.0.50/help?limit=10&status=active,https://10.0.0.50/help?limit=10&status=active,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,https,10.0.0.50,/help,limit=10&status=active,,pcap,45,11,0,0,0,Server-Side Request Forgery (SSRF),(?:https?|ftp|gopher|file)://(?:10\.|172\.(?:1[6-9]|2[0-9]|3[0-1])\.|192\.168\.|169\.254\.),Server-Side Request Forgery (SSRF),0.4531,0,0,0,Server-Side Request Forgery (SSRF),attempt
2026-04-07 07:48:26.437966,10.0.0.101,GET,https://admin.example.com/faq,https://admin.example.com/faq,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,https,admin.example.com,/faq,,,pcap,29,6,0,0,0,Normal,,Normal,0.9973,0,0,0,Normal,none
2026-04-07 07:48:27.281456,10.0.0.101,GET,http://shop.example.com/comment?input=<body,http://shop.example.com/comment?input=<body,,curl/8.4.0,,http,shop.example.com,/comment,input=%3Cbody,,pcap,43,9,0,0,0,Normal,,Normal,0.6947,0,0,0,Normal,none
2026-04-07 07:48:25.653009,10.0.0.102,GET,http://api.example.com/api/products?brand=apple&page=1&limit=10,http://api.example.com/api/products?brand=apple&page=1&limit=10,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,http,api.example.com,/api/products,brand=apple&page=1&limit=10,,pcap,63,13,0,0,0,Normal,,Normal,0.6111,0,0,0,Normal,none
2026-04-07 07:48:25.752289,10.0.0.102,POST,http://test-app.local/admin/run?ip=test|,http://test-app.local/admin/run?ip=test|,,PostmanRuntime/7.35.0,,http,test-app.local,/admin/run,ip=test%7C,,pcap,40,10,0,0,0,Normal,,Normal,0.6602,0,0,0,Normal,none
2026-04-07 07:48:26.079141,10.0.0.102,POST,"http://api.example.com/search?query='><script>alert(String.fromCharCode(88,83,83))</script>","http://api.example.com/search?query='><script>alert(String.fromCharCode(88,83,83))</script>",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,http,api.example.com,/search,query=%27%3E%3Cscript%3Ealert%28String.fromCharCode%2888%2C83%2C83%29%29%3C%2Fscript%3E,,pcap,91,22,0,1,0,Cross-Site Scripting (XSS),<\s*script,Cross-Site Scripting (XSS),0.9488,0,0,0,Cross-Site Scripting (XSS),attempt
2026-04-07 07:48:26.092532,10.0.0.102,POST,https://api.example.com/api/execute?ip=test&,https://api.example.com/api/execute?ip=test&,,curl/8.4.0,,https,api.example.com,/api/execute,ip=test,,pcap,44,10,0,0,0,Normal,,Normal,0.8197,0,0,0,Normal,none
2026-04-07 07:48:26.098157,10.0.0.102,HEAD,https://10.0.0.50/api/v2/data?to=2024-12-31&filter=recent&status=active,https://10.0.0.50/api/v2/data?to=2024-12-31&filter=recent&status=active,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,https,10.0.0.50,/api/v2/data,to=2024-12-31&filter=recent&status=active,,pcap,71,17,0,0,0,Server-Side Request Forgery (SSRF),(?:https?|ftp|gopher|file)://(?:10\.|172\.(?:1[6-9]|2[0-9]|3[0-1])\.|192\.168\.|169\.254\.),Server-Side Request Forgery (SSRF),0.4024,0,0,0,Server-Side Request Forgery (SSRF),attempt
2026-04-07 07:48:26.221080,10.0.0.102,GET,http://admin.example.com/search?username=1',http://admin.example.com/search?username=1',,Nmap Scripting Engine,,http,admin.example.com,/search,username=1%27,,pcap,43,9,0,0,0,Normal,,Normal,0.6947,0,0,0,Normal,none
2026-04-07 07:48:26.234203,10.0.0.102,GET,http://api.example.com/proxy?target=dict%3A%2F%2Flocalhost%3A11211%2Fstat,http://api.example.com/proxy?target=dict%3A%2F%2Flocalhost%3A11211%2Fstat,,gobuster/3.6,,http,api.example.com,/proxy,target=dict%3A%2F%2Flocalhost%3A11211%2Fstat,,pcap,63,13,0,0,0,Suspicious Behavior,unknown-anomaly-signals,Normal,0.6111,0,0,0,Suspicious Behavior,attempt
2026-04-07 07:48:26.825032,10.0.0.102,GET,http://shop.example.com/download/..%255c..%255c..%255cetc/passwd,http://shop.example.com/download/..%255c..%255c..%255cetc/passwd,,dirbuster,,http,shop.example.com,/download/..%5c..%5c..%5cetc/passwd,,,pcap,58,17,0,0,0,Suspicious Behavior,unknown-anomaly-signals,Suspicious Behavior,0.277,0,0,0,Suspicious Behavior,attempt
2026-04-07 07:48:26.829015,10.0.0.102,GET,http://webapp.internal/faq,http://webapp.internal/faq,,python-requests/2.31.0,,http,webapp.internal,/faq,,,pcap,26,5,0,0,0,Normal,,Normal,0.9987,0,0,0,Normal,none
2026-04-07 07:48:25.345970,10.0.0.103,GET,https://example.com/api/v1/health?filter=recent&order=name&to=2024-12-31,https://example.com/api/v1/health?filter=recent&order=name&to=2024-12-31,,python-requests/2.31.0,,https,example.com,/api/v1/health,filter=recent&order=name&to=2024-12-31,,pcap,72,15,0,0,0,Normal,,Normal,0.6865,0,0,0,Normal,none
2026-04-07 07:48:25.431474,10.0.0.103,GET,http://webapp.internal/css/style.css?q=laptop&brand=apple,http://webapp.internal/css/style.css?q=laptop&brand=apple,,PostmanRuntime/7.35.0,,http,webapp.internal,/css/style.css,q=laptop&brand=apple,css,pcap,57,11,0,0,0,Normal,,Normal,0.8867,0,0,0,Normal,none
2026-04-07 07:48:25.454626,10.0.0.103,GET,http://secure.example.com/download//var/log/apache2/access.log,http://secure.example.com/download//var/log/apache2/access.log,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,http,secure.example.com,/download/var/log/apache2/access.log,,log,pcap,62,12,0,0,0,Normal,,Normal,0.9575,0,0,0,Normal,none
2026-04-07 07:48:25.625577,10.0.0.103,GET,http://api.example.com/faq,http://api.example.com/faq,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,http,api.example.com,/faq,,,pcap,26,6,0,0,0,Normal,,Normal,0.9987,0,0,0,Normal,none
2026-04-07 07:48:25.924721,10.0.0.103,GET,http://example.com/profile?message=<video><source,http://example.com/profile?message=<video><source,,sqlmap/1.7.12#dev,,http,example.com,/profile,message=%3Cvideo%3E%3Csource,,pcap,49,10,0,0,0,Normal,,Normal,0.8607,0,0,0,Normal,none
2026-04-07 07:48:26.238903,10.0.0.103,POST,https://admin.example.com/api/v2/data,https://admin.example.com/api/v2/data,,curl/8.4.0,,https,admin.example.com,/api/v2/data,,,pcap,37,8,0,0,0,Normal,,Normal,0.9371,0,0,0,Normal,none
2026-04-07 07:48:26.595074,10.0.0.103,GET,http://example.com/search?page=1,http://example.com/search?page=1,,curl/8.4.0,,http,example.com,/search,page=1,,pcap,32,7,0,0,0,Normal,,Normal,0.9825,0,0,0,Normal,none
2026-04-07 07:48:26.784212,10.0.0.103,HEAD,https://192.168.1.100/cart?category=electronics,https://192.168.1.100/cart?category=electronics,,python-requests/2.31.0,,https,192.168.1.100,/cart,category=electronics,,pcap,47,9,0,0,0,Server-Side Request Forgery (SSRF),(?:https?|ftp|gopher|file)://(?:10\.|172\.(?:1[6-9]|2[0-9]|3[0-1])\.|192\.168\.|169\.254\.),Normal,0.7477,0,0,0,Server-Side Request Forgery (SSRF),attempt
2026-04-07 07:48:25.334603,10.0.0.104,GET,http://192.168.1.100/js/main.js?sort=asc&status=active,http://192.168.1.100/js/main.js?sort=asc&status=active,,curl/8.4.0,,http,192.168.1.100,/js/main.js,sort=asc&status=active,js,pcap,54,13,0,0,0,Server-Side Request Forgery (SSRF),(?:https?|ftp|gopher|file)://(?:10\.|172\.(?:1[6-9]|2[0-9]|3[0-1])\.|192\.168\.|169\.254\.),Server-Side Request Forgery (SSRF),0.5807,0,0,0,Server-Side Request Forgery (SSRF),attempt
2026-04-07 07:48:25.366829,10.0.0.104,GET,http://secure.example.com/settings?from=2024-01-01&format=json,http://secure.example.com/settings?from=2024-01-01&format=json,,python-requests/2.31.0,,http,secure.example.com,/settings,from=2024-01-01&format=json,,pcap,62,12,0,0,0,Normal,,Normal,0.9575,0,0,0,Normal,none
2026-04-07 07:48:25.897121,10.0.0.104,GET,http://api.example.com/lookup?query=x%27%20or%20name%28%29%3D%27username%27%20or%20%27x%27%3D%27y,http://api.example.com/lookup?query=x%27%20or%20name%28%29%3D%27username%27%20or%20%27x%27%3D%27y,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,http,api.example.com,/lookup,query=x%27%20or%20name%28%29%3D%27username%27%20or%20%27x%27%3D%27y,,pcap,69,22,0,0,0,Suspicious Behavior,unknown-anomaly-signals,Suspicious Behavior,0.826,0,0,0,Suspicious Behavior,attempt
2026-04-07 07:48:26.486437,10.0.0.104,GET,http://admin.example.com/search?query=<div,http://admin.example.com/search?query=<div,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,http,admin.example.com,/search,query=%3Cdiv,,pcap,42,9,0,0,0,Normal,,Normal,0.656,0,0,0,Normal,none
2026-04-07 07:48:26.621716,10.0.0.104,POST,http://api.example.com/api/v2/data,http://api.example.com/api/v2/data,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,http,api.example.com,/api/v2/data,,,pcap,34,8,0,0,0,Normal,,Normal,0.8485,0,0,0,Normal,none
2026-04-07 07:48:27.123135,10.0.0.104,GET,http://test-app.local/api/v2/data?user=john&to=2024-12-31&q=laptop,http://test-app.local/api/v2/data?user=john&to=2024-12-31&q=laptop,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,http,test-app.local,/api/v2/data,user=john&to=2024-12-31&q=laptop,,pcap,66,16,0,0,0,Normal,,Normal,0.659,0,0,0,Normal,none
2026-04-07 07:48:27.373476,10.0.0.104,POST,http://test-app.local/exec?exec=test%26%26%20cat%20%2Fetc%2Fshadow,http://test-app.local/exec?exec=test%26%26%20cat%20%2Fetc%2Fshadow,,sqlmap/1.7.12#dev,,http,test-app.local,/exec,exec=test%26%26%20cat%20%2Fetc%2Fshadow,,pcap,54,14,0,0,0,Command Injection,(;|&&|\||`)\s*(ls|whoami|cat|id|ping|sleep)\b,Server-Side Request Forgery (SSRF),0.4818,0,0,0,Command Injection,attempt
2026-04-07 07:48:27.389322,10.0.0.104,GET,http://secure.example.com/help?type=product&sort=asc,http://secure.example.com/help?type=product&sort=asc,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,http,secure.example.com,/help,type=product&sort=asc,,pcap,52,10,0,0,0,Normal,,Normal,0.9038,0,0,0,Normal,none
2026-04-07 07:48:27.397154,10.0.0.104,GET,https://example.com/blog?brand=apple,https://example.com/blog?brand=apple,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,https,example.com,/blog,brand=apple,,pcap,36,7,0,0,0,Normal,,Normal,0.9896,0,0,0,Normal,none
2026-04-07 07:48:25.351867,10.0.0.105,GET,https://example.com/redir?target=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,https://example.com/redir?target=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,https,example.com,/redir,target=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,,pcap,62,14,0,0,0,Suspicious Behavior,unknown-anomaly-signals,Normal,0.5523,0,0,0,Suspicious Behavior,attempt
2026-04-07 07:48:25.425750,10.0.0.105,GET,https://shop.example.com/redir?url=https%3A%2F%2Fevil.com%40legitimate.com,https://shop.example.com/redir?url=https%3A%2F%2Fevil.com%40legitimate.com,,gobuster/3.6,,https,shop.example.com,/redir,url=https%3A%2F%2Fevil.com%40legitimate.com,,pcap,66,14,0,0,0,Normal,,Normal,0.7351,0,0,0,Normal,none
2026-04-07 07:48:25.769846,10.0.0.105,POST,http://example.com/terms?sort=asc&to=2024-12-31,http://example.com/terms?sort=asc&to=2024-12-31,,python-requests/2.31.0,,http,example.com,/terms,sort=asc&to=2024-12-31,,pcap,47,11,0,0,0,Normal,,Normal,0.5451,0,0,0,Normal,none
2026-04-07 07:48:25.798268,10.0.0.105,GET,http://secure.example.com/blog/category/tech,http://secure.example.com/blog/category/tech,,PostmanRuntime/7.35.0,,http,secure.example.com,/blog/category/tech,,,pcap,44,8,0,0,0,Normal,,Normal,0.9352,0,0,0,Normal,none
2026-04-07 07:48:25.813994,10.0.0.105,GET,http://test-app.local/checkout,http://test-app.local/checkout,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,http,test-app.local,/checkout,,,pcap,30,6,0,0,0,Normal,,Normal,0.9962,0,0,0,Normal,none
2026-04-07 07:48:25.971096,10.0.0.105,GET,http://example.com/api/v1/health,http://example.com/api/v1/health,,curl/8.4.0,,http,example.com,/api/v1/health,,,pcap,32,7,0,0,0,Normal,,Normal,0.9825,0,0,0,Normal,none
2026-04-07 07:48:26.582986,10.0.0.105,GET,http://admin.example.com/api/message?query=%3Cvideo%3E%3Csource%20onerror%3D%22alert%281%29%22%3E,http://admin.example.com/api/message?query=%3Cvideo%3E%3Csource%20onerror%3D%22alert%281%29%22%3E,,PostmanRuntime/7.35.0,,http,admin.example.com,/api/message,query=%3Cvideo%3E%3Csource%20onerror%3D%22alert%281%29%22%3E,,pcap,77,19,0,1,0,Cross-Site Scripting (XSS),alert\s*\(,Cross-Site Scripting (XSS),0.983,0,0,0,Cross-Site Scripting (XSS),attempt
2026-04-07 07:48:26.606928,10.0.0.105,GET,http://10.0.0.50/search,http://10.0.0.50/search,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,http,10.0.0.50,/search,,,pcap,23,7,0,0,0,Server-Side Request Forgery (SSRF),(?:https?|ftp|gopher|file)://(?:10\.|172\.(?:1[6-9]|2[0-9]|3[0-1])\.|192\.168\.|169\.254\.),Server-Side Request Forgery (SSRF),0.9996,0,0,0,Server-Side Request Forgery (SSRF),attempt
2026-04-07 07:48:27.240795,10.0.0.105,GET,https://shop.example.com/file?doc=..;/..;/..;/etc/passwd,https://shop.example.com/file?doc=..;/..;/..;/etc/passwd,,PostmanRuntime/7.35.0,,https,shop.example.com,/file,doc=..%3B%2F..%3B%2F..%3B%2Fetc%2Fpasswd,,pcap,56,21,0,0,0,Suspicious Behavior,unknown-anomaly-signals,Suspicious Behavior,0.4386,0,0,0,Suspicious Behavior,attempt
2026-04-07 07:48:27.325996,10.0.0.105,HEAD,http://admin.example.com/news?view=list,http://admin.example.com/news?view=list,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,http,admin.example.com,/news,view=list,,pcap,39,8,0,0,0,Normal,,Normal,0.9035,0,0,0,Normal,none
2026-04-07 07:48:27.389322,10.0.0.105,POST,https://192.168.1.100/admin/run?ip=test&,https://192.168.1.100/admin/run?ip=test&,,curl/8.4.0,,https,192.168.1.100,/admin/run,ip=test,,pcap,40,11,0,0,0,Server-Side Request Forgery (SSRF),(?:https?|ftp|gopher|file)://(?:10\.|172\.(?:1[6-9]|2[0-9]|3[0-1])\.|192\.168\.|169\.254\.),Server-Side Request Forgery (SSRF),0.7398,0,0,0,Server-Side Request Forgery (SSRF),attempt
2026-04-07 07:48:25.305537,10.0.0.106,POST,http://192.168.1.100/dashboard?order=name,http://192.168.1.100/dashboard?order=name,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,http,192.168.1.100,/dashboard,order=name,,pcap,41,9,0,0,0,Server-Side Request Forgery (SSRF),(?:https?|ftp|gopher|file)://(?:10\.|172\.(?:1[6-9]|2[0-9]|3[0-1])\.|192\.168\.|169\.254\.),Normal,0.5887,0,0,0,Server-Side Request Forgery (SSRF),attempt
2026-04-07 07:48:25.361826,10.0.0.106,POST,http://shop.example.com/login?order=1%27%20ORDER%20BY%2010--,http://shop.example.com/login?order=1%27%20ORDER%20BY%2010--,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,http,shop.example.com,/login,order=1%27%20ORDER%20BY%2010--,,pcap,52,14,1,0,0,SQL Injection,(union|select|insert|update|delete|--|#|'\s*or\s*'1'='1),SQL Injection,0.9885,0,0,0,SQL Injection,attempt
2026-04-07 07:48:25.436887,10.0.0.106,GET,http://admin.example.com/news?order=name&sort=asc,http://admin.example.com/news?order=name&sort=asc,,PostmanRuntime/7.35.0,,http,admin.example.com,/news,order=name&sort=asc,,pcap,49,10,0,0,0,Normal,,Normal,0.8607,0,0,0,Normal,none
2026-04-07 07:48:25.474199,10.0.0.106,POST,http://webapp.internal/privacy?status=active&type=product,http://webapp.internal/privacy?status=active&type=product,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,http,webapp.internal,/privacy,status=active&type=product,,pcap,57,9,0,0,0,Normal,,Normal,0.938,0,0,0,Normal,none
2026-04-07 07:48:26.216933,10.0.0.106,POST,http://example.com/lookup?ip=test&&,http://example.com/lookup?ip=test&&,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,http,example.com,/lookup,ip=test,,pcap,35,9,0,0,0,Normal,,Server-Side Request Forgery (SSRF),0.5853,0,0,0,Server-Side Request Forgery (SSRF),attempt
2026-04-07 07:48:26.763021,10.0.0.106,POST,http://secure.example.com/api/users?status=active&from=2024-01-01&filter=recent,http://secure.example.com/api/users?status=active&from=2024-01-01&filter=recent,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,http,secure.example.com,/api/users,status=active&from=2024-01-01&filter=recent,,pcap,79,15,0,0,0,Normal,,Normal,0.5513,0,0,0,Normal,none
2026-04-07 07:48:27.179199,10.0.0.106,GET,http://192.168.1.100/api/orders,http://192.168.1.100/api/orders,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,http,192.168.1.100,/api/orders,,,pcap,31,8,0,0,0,Server-Side Request Forgery (SSRF),(?:https?|ftp|gopher|file)://(?:10\.|172\.(?:1[6-9]|2[0-9]|3[0-1])\.|192\.168\.|169\.254\.),Server-Side Request Forgery (SSRF),0.9554,0,0,0,Server-Side Request Forgery (SSRF),attempt
2026-04-07 07:48:25.442331,10.0.0.107,HEAD,http://10.0.0.50/blog/post/1?view=list&from=2024-01-01,http://10.0.0.50/blog/post/1?view=list&from=2024-01-01,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,http,10.0.0.50,/blog/post/1,view=list&from=2024-01-01,,pcap,54,15,0,0,0,Server-Side Request Forgery (SSRF),(?:https?|ftp|gopher|file)://(?:10\.|172\.(?:1[6-9]|2[0-9]|3[0-1])\.|192\.168\.|169\.254\.),Server-Side Request Forgery (SSRF),0.6689,0,0,0,Server-Side Request Forgery (SSRF),attempt
